PredictedValue,PredictionConfidencePercentage,PredictionGroup,CREDIT_SCORE,AGE,BALANCE,HAS_ZERO_BALANCE,PRODUCTS_NUMBER,ACTIVE_MEMBER,GENDER,CUSTOMER_ID,AGE_SQ,AGE_GROUP,TENURE,TENURE_SQ,TENURE_GROUP,BALANCE_SALARY_RATIO,PRODUCT_SEGMENT,CREDIT_CARD,CREDIT_TIER,HEALTH_SCORE,AGE_TENURE_INTERACTION,ESTIMATED_SALARY,CHURN,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk,Survival_Probability,Risk_Adjusted_Margin,Risk_Adjusted_CLV
0,0.666908048074124,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,682,33,74963.5,0,1,1,Female,15646756,1089,2,8,64,3,2.2875,1,1,3,72.82,96.5,32770.56,0,3496.01,737.83,175,0.0672,0.6669,2409.59,3406.53
0,0.652209458680853,AGE <= 32.8,642,26,138023.79,0,2,1,Male,15742886,676,1,1,1,1,1.1791,2,0,2,58.42,23.0,117060.2,0,6192.07,1424.86,225,0.0832,0.6522,4164.3,5620.87
0,0.694923443553409,AGE <= 32.8,536,28,0.0,1,1,1,Female,15586135,784,1,4,16,2,0.0,1,1,1,63.36,54.0,136197.65,0,901.71,189.09,175,0.1256,0.6949,470.09,725.31
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,754,47,185513.67,0,1,0,Female,15616152,2209,2,1,1,1,6.761,1,1,4,9.54,33.5,27438.83,0,8354.73,1849.89,150,0.0384,0.2723,6110.81,2008.51
1,0.725341974987186,AGE > 40.2;ACTIVE_MEMBER <= 0.0,678,60,185648.56,0,1,0,Male,15721460,3600,3,8,64,3,0.9661,1,0,3,22.78,110.0,192156.54,1,8659.19,2239.78,150,0.0688,0.2747,5838.07,1940.91
1,0.772061794017365,PRODUCTS_NUMBER > 2.0,533,49,102286.6,0,3,0,Female,15727317,2401,2,1,1,1,1.4737,3,1,1,7.33,34.5,69409.37,1,4049.73,860.96,250,0.1268,0.2279,2566.13,670.48
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,741,38,128015.83,0,1,0,Male,15649536,1444,2,4,16,2,2.1905,1,1,4,15.41,59.0,58440.43,0,5360.3,1125.99,150,0.0436,0.3219,3906.23,1612.32
0,0.667345518496745,AGE <= 32.8,757,31,39539.39,0,2,0,Male,15754929,961,2,10,100,3,0.2054,2,0,4,27.57,115.5,192519.39,0,2907.05,821.51,200,0.0372,0.6673,1815.4,2570.02
0,0.700945725998455,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,721,40,0.0,1,1,1,Male,15572051,1600,2,3,9,2,0.0,1,1,3,63.21,50.0,144874.67,0,848.21,179.68,175,0.0516,0.7009,468.06,735.78
0,0.667939443305177,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,700,37,77608.46,0,2,1,Male,15668142,1369,2,3,9,2,0.4425,2,1,3,63.0,48.5,175373.46,0,4569.76,1191.82,225,0.06,0.6679,2963.76,4203.57
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,663,26,141462.13,0,1,0,Male,15701176,676,1,5,25,3,321.3588,1,1,2,16.63,63.0,440.2,0,6105.16,1435.94,150,0.0748,0.3219,4181.18,1725.81
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,677,35,0.0,1,2,0,Female,15708422,1225,2,0,0,1,0.0,2,0,3,6.77,17.5,76637.38,0,335.07,97.05,200,0.0692,0.6908,35.39,53.91
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,655,27,131691.33,0,1,0,Male,15655632,729,1,2,4,2,2.6615,1,1,2,10.55,33.5,49480.66,0,5783.73,1565.97,150,0.078,0.3219,3750.47,1548.03
0,0.648595025924006,AGE <= 32.8,832,29,93833.86,0,1,1,Male,15744606,841,1,8,64,3,9.007,1,0,4,74.32,94.5,10417.87,0,3333.04,686.42,175,0.0072,0.6486,2453.82,3274.47
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,721,46,137933.39,0,1,1,Female,15612140,2116,2,7,49,3,2.0291,1,1,3,71.21,93.0,67976.57,0,4985.97,1443.67,175,0.0516,0.5812,3193.55,3430.86
1,0.683130350488597,AGE > 47.6 AND AGE <= 69.80000000000001,542,54,105770.14,0,1,1,Male,15656086,2916,3,8,64,3,0.7505,1,0,1,71.42,107.0,140929.98,1,5053.49,1219.86,175,0.1232,0.3169,3207.89,1295.4
0,0.68078667725163,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,654,54,0.0,1,2,1,Female,15655298,2916,3,5,25,3,0.0,2,0,2,66.54,77.0,47139.06,0,248.03,57.0,225,0.0784,0.6808,-31.31,-46.22
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,821,38,0.0,1,2,1,Female,15644796,1444,2,8,64,3,0.0,2,0,4,74.21,99.0,126241.4,1,688.23,183.95,225,0.0116,0.7096,276.04,445.73
0,0.668255014312661,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,508,38,166328.65,0,2,1,Female,15726250,1444,2,3,9,2,7.3551,2,0,1,61.08,49.0,22614.19,0,7102.59,1930.47,225,0.1368,0.6683,4270.35,6062.73
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,588,42,164307.77,0,1,0,Female,15764432,1764,2,2,4,2,3.3879,1,1,2,9.88,41.0,48498.19,0,7177.07,1653.06,150,0.1048,0.2723,4810.81,1581.22
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,691,38,163965.69,0,2,1,Male,15631721,1444,2,9,81,3,1.584,2,0,3,74.91,109.0,103511.26,0,6379.43,1500.22,225,0.0636,0.6576,4358.2,5984.1
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,664,40,125608.72,0,1,0,Male,15707479,1600,2,7,49,3,1.029,1,1,2,20.64,90.0,122073.48,0,5575.56,1202.28,150,0.0744,0.3219,3909.07,1613.49
1,0.79404313302181,BALANCE <= 25089.809;CREDIT_SCORE <= 450.0,439,66,0.0,1,1,0,Female,15579826,4356,3,9,81,3,0.0,1,1,1,22.39,123.0,65535.56,0,278.29,72.17,150,0.1644,0.206,46.89,10.8
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,479,37,118433.94,0,1,1,Male,15668104,1369,2,6,36,3,0.7399,1,0,1,66.79,78.5,160060.9,0,4428.26,1309.4,175,0.1484,0.6533,2506.99,3395.63
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,850,55,98488.08,0,1,0,Female,15641604,3025,3,10,100,3,0.6318,1,1,4,28.5,127.5,155879.57,1,5068.42,1224.85,150,0.005,0.2726,3675.1,1209.88
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,518,40,0.0,1,2,1,Male,15587240,1600,2,4,16,2,0.0,2,0,1,63.18,60.0,194416.58,0,898.87,269.32,225,0.1328,0.7096,350.83,566.49
0,0.658929907101663,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,717,64,98362.35,0,2,1,Female,15680767,4096,3,10,100,3,4.5475,2,1,3,77.17,132.0,21630.21,0,4395.37,956.61,225,0.0532,0.6589,3042.79,4195.11
1,0.772061794017365,PRODUCTS_NUMBER > 2.0,698,51,144237.91,0,4,0,Female,15601594,2601,3,6,36,3,0.9179,3,1,3,18.98,85.5,157143.61,1,7281.78,2036.06,300,0.0608,0.2279,4645.02,1213.64
0,0.700945725998455,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,850,34,0.0,1,1,1,Male,15589969,1156,2,6,36,3,0.0,1,0,4,70.5,77.0,52796.31,0,247.63,72.51,175,0.005,0.7009,0.12,0.19
1,0.722445181775885,AGE > 40.2;ACTIVE_MEMBER <= 0.0,700,47,0.0,1,1,0,Male,15703728,2209,2,4,16,2,0.0,1,1,3,15.0,63.5,121798.52,1,644.94,173.36,150,0.06,0.2776,302.29,101.91
0,0.701605912538044,AGE <= 32.8,626,29,105767.28,0,2,0,Female,15617790,841,1,4,16,2,2.5731,2,0,2,14.26,54.5,41104.82,0,4142.91,873.87,200,0.0896,0.7016,2794.05,4401.15
0,0.696218302797171,AGE <= 32.8,774,32,0.0,1,2,0,Male,15662500,1024,2,9,81,3,0.0,2,1,4,25.74,106.0,10604.48,0,50.0,11.63,200,0.0304,0.6962,-156.72,-242.77
1,0.717204396924071,AGE > 40.2;ACTIVE_MEMBER <= 0.0,719,48,0.0,1,2,0,Female,15778526,2304,2,5,25,3,0.0,2,0,3,17.19,74.0,78563.66,0,397.66,82.94,200,0.0524,0.2828,108.71,37.58
0,0.694923443553409,AGE <= 32.8,646,31,0.0,1,1,1,Male,15670584,961,2,2,4,2,0.0,1,1,2,60.46,35.5,170821.43,1,813.89,211.75,175,0.0816,0.6949,392.29,605.26
0,0.646531991134778,AGE <= 32.8,485,25,134467.26,0,1,1,Female,15748069,625,1,3,9,2,1.1872,1,1,1,60.85,42.5,113266.09,0,5683.39,1703.96,175,0.146,0.6465,3248.98,4307.32
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,784,38,138515.02,0,1,1,Male,15680597,1444,2,1,1,1,0.8064,1,1,4,59.84,29.0,171768.76,0,7663.55,1819.91,175,0.0264,0.6432,5518.99,7238.98
0,0.675945898690158,AGE <= 32.8,850,32,128647.98,0,2,0,Male,15628992,1024,2,2,4,2,2.3641,2,0,4,12.5,36.0,54416.18,0,4591.29,993.07,200,0.005,0.6759,3381.23,4917.47
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,669,38,121858.98,0,1,0,Female,15719624,1444,2,9,81,3,0.932,1,1,2,24.69,109.0,130755.34,0,5739.79,1302.15,150,0.0724,0.2945,3977.21,1452.22
0,0.73473249225796,AGE > 69.80000000000001,731,70,0.0,1,2,1,Male,15812767,4900,3,3,9,2,0.0,2,1,3,63.31,65.0,141180.66,0,635.68,163.42,225,0.0476,0.7347,235.49,410.71
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,721,49,120108.56,0,1,1,Female,15689201,2401,2,1,1,1,0.6548,1,0,3,59.21,34.5,183421.76,0,6241.11,1603.32,175,0.0516,0.5763,4232.51,4473.32
0,0.673807507073574,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,515,37,196853.62,0,1,1,Female,15614716,1369,2,0,0,1,1.4827,1,1,1,55.15,18.5,132770.11,0,8792.8,1960.64,175,0.134,0.6738,5765.1,8328.53
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,774,35,121418.62,0,1,1,Female,15683618,1225,2,3,9,2,4.9761,1,1,4,63.74,47.5,24400.37,0,5167.61,1421.46,175,0.0304,0.6432,3462.59,4541.7
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,585,36,0.0,1,2,1,Male,15799631,1296,2,10,100,3,0.0,2,1,2,75.85,118.0,180318.6,0,816.4,170.47,225,0.106,0.7096,376.31,607.65
0,0.717997363696463,AGE <= 32.8,695,29,0.0,1,2,0,Female,15692259,841,1,9,81,3,0.0,2,1,3,24.95,104.5,111565.45,0,515.12,135.12,200,0.062,0.718,168.84,279.75
1,0.725856660335252,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,729,42,97495.8,0,2,0,Female,15590966,1764,2,4,16,2,48.687,2,0,3,15.29,61.0,2002.5,0,4272.39,1036.35,200,0.0484,0.2741,2889.1,958.11
1,0.717799635019309,AGE > 40.2;ACTIVE_MEMBER <= 0.0,713,42,0.0,1,2,0,Female,15656426,1764,2,3,9,2,0.0,2,0,3,13.13,51.0,82565.01,0,485.93,103.37,200,0.0548,0.2822,172.56,59.48
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,555,33,127343.4,0,1,1,Male,15675256,1089,2,5,25,3,1.0456,1,0,1,65.55,66.5,121789.3,0,5976.59,1574.46,175,0.118,0.6432,3728.33,4890.26
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,699,50,158633.61,0,1,0,Female,15751185,2500,3,0,0,1,0.8186,1,1,3,6.99,25.0,193785.87,0,6657.88,1779.68,150,0.0604,0.2726,4442.62,1462.55
1,0.704527842882731,AGE > 40.2;ACTIVE_MEMBER <= 0.0,587,55,0.0,1,1,0,Male,15789582,3025,3,9,81,3,0.0,1,1,2,23.87,117.5,64593.07,0,333.91,81.47,150,0.1052,0.2955,91.66,33.62
0,0.647089611482603,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,762,69,183744.98,0,1,1,Female,15651103,4761,3,9,81,3,0.9327,1,1,4,75.62,124.5,196993.69,0,10358.01,2898.16,175,0.0352,0.6471,7028.42,9334.36
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,510,44,0.0,1,2,1,Male,15672299,1936,2,6,36,3,0.0,2,1,1,67.1,82.0,175518.31,0,886.58,222.47,225,0.136,0.6721,379.39,545.12
1,0.722445181775885,AGE > 40.2;ACTIVE_MEMBER <= 0.0,842,46,0.0,1,1,0,Male,15772250,2116,2,9,81,3,0.0,1,0,4,26.42,113.0,17268.02,0,98.96,22.62,150,0.005,0.2776,-73.29,-24.71
0,0.667345518496745,AGE <= 32.8,608,31,79962.92,0,2,0,Male,15763922,961,2,7,49,3,1.313,2,1,2,20.08,85.5,60901.72,0,3243.69,958.06,200,0.0968,0.6673,1883.74,2666.77
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,850,36,0.0,1,2,1,Female,15633870,1296,2,10,100,3,0.0,2,1,4,78.5,118.0,100750.03,0,501.63,147.68,225,0.005,0.7096,128.31,207.18
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,642,36,0.0,1,2,1,Male,15624323,1296,2,4,16,2,0.0,2,1,2,64.42,58.0,195224.91,0,1036.6,217.23,225,0.0832,0.7096,544.92,879.9
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,850,33,140956.99,0,1,0,Male,15688612,1089,2,7,49,3,40.1566,1,0,4,22.5,86.5,3510.18,0,5880.55,1732.46,150,0.005,0.3219,3978.1,1641.99
0,0.655539884877461,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,455,43,0.0,1,1,1,Female,15694644,1849,2,6,36,3,0.0,1,1,1,66.55,81.5,81250.79,0,375.12,104.11,175,0.158,0.6555,80.84,110.27
0,0.704214964971098,AGE <= 32.8,726,29,0.0,1,2,1,Male,15587174,841,1,7,49,3,0.0,2,1,3,71.26,84.5,91844.14,1,422.05,88.91,225,0.0496,0.7042,102.78,163.2
0,0.646531991134778,AGE <= 32.8,544,30,145241.63,0,1,1,Male,15579559,900,2,8,64,3,1.8003,1,1,1,71.44,95.0,80676.83,0,6827.08,1719.96,175,0.1224,0.6465,4328.43,5738.38
0,0.675945898690158,AGE <= 32.8,651,31,138008.06,0,2,0,Male,15775430,961,2,7,49,3,1.0623,2,1,2,20.51,85.5,129912.74,0,6905.06,1405.15,200,0.0796,0.6759,4878.04,7094.34
0,0.704214964971098,AGE <= 32.8,814,31,0.0,1,2,1,Female,15623695,961,2,4,16,2,0.0,2,1,4,66.14,55.5,142029.17,0,817.53,211.65,225,0.0144,0.7042,375.4,596.11
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,537,39,0.0,1,2,1,Male,15760849,1521,2,2,4,2,0.0,2,1,1,59.37,39.5,137651.6,0,812.41,238.3,225,0.1252,0.7096,305.4,493.15
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,553,37,0.0,1,2,0,Male,15813095,1369,2,2,4,2,0.0,2,1,1,9.53,38.5,33877.29,0,171.67,40.66,200,0.1188,0.6629,-60.79,-84.87
0,0.665014337990795,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,800,38,0.0,1,1,0,Male,15705281,1444,2,9,81,3,0.0,1,1,4,26.0,109.0,78744.39,0,381.47,95.7,150,0.02,0.665,133.05,186.99
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,791,34,0.0,1,2,0,Male,15812594,1156,2,7,49,3,0.0,2,1,4,21.91,87.0,96734.46,0,549.02,122.3,200,0.0236,0.6721,221.37,318.07
0,0.701605912538044,AGE <= 32.8,699,29,127570.93,0,2,0,Female,15626322,841,1,9,81,3,0.7743,2,1,3,24.99,104.5,164756.81,0,6349.23,1613.31,200,0.0604,0.7016,4261.95,6713.35
0,0.694923443553409,AGE <= 32.8,756,28,0.0,1,1,1,Female,15723105,784,1,6,36,3,0.0,1,1,4,69.56,74.0,164394.65,0,741.22,207.73,175,0.0376,0.6949,345.01,532.32
0,0.637139547675359,AGE <= 32.8,591,27,107812.67,0,1,1,Female,15588449,729,1,5,25,3,0.6635,1,0,2,65.91,63.5,162501.83,1,4595.28,1017.97,175,0.1036,0.6371,3049.83,3924.48
0,0.667345518496745,AGE <= 32.8,850,22,91560.58,0,2,0,Male,15794849,484,1,7,49,3,8.6858,2,0,4,22.5,81.0,10541.38,0,3897.89,995.32,200,0.005,0.6673,2689.06,3806.84
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,760,34,121303.77,0,2,1,Male,15620000,1156,2,6,36,3,2.0447,2,1,4,69.6,77.0,59325.21,0,5057.5,1190.86,225,0.036,0.6576,3510.54,4820.21
0,0.607070348621259,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,569,43,161546.68,0,2,1,Male,15799720,1849,2,8,64,3,0.9066,2,0,1,71.69,101.5,178187.28,0,7333.37,2015.12,225,0.1124,0.6071,4520.77,5282.54
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,661,35,128415.45,0,1,0,Female,15711287,1225,2,5,25,3,0.9004,1,1,2,16.61,67.5,142626.49,0,6477.16,1750.15,150,0.0756,0.2945,4230.99,1544.88
0,0.660132980323447,AGE <= 32.8,670,31,57530.06,0,1,1,Female,15613102,961,2,2,4,2,0.3163,1,1,3,60.7,35.5,181893.31,1,3454.37,932.26,175,0.072,0.6601,2178.12,3014.38
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,694,38,0.0,1,2,1,Male,15621440,1444,2,1,1,1,0.0,2,0,3,58.94,29.0,156858.2,0,888.59,211.29,225,0.0624,0.7096,424.08,684.78
0,0.701605912538044,AGE <= 32.8,728,28,142243.54,0,2,0,Female,15677146,784,1,4,16,2,4.3007,2,1,3,15.28,54.0,33074.51,0,4724.18,1227.95,200,0.0488,0.7016,3135.37,4938.79
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,764,39,138341.51,0,1,0,Female,15801169,1521,2,9,81,3,2.7628,1,1,4,25.64,109.5,50072.94,1,5930.59,1572.25,150,0.0344,0.2945,4063.57,1483.76
0,0.696218302797171,AGE <= 32.8,639,32,0.0,1,2,0,Male,15722425,1024,2,9,81,3,0.0,2,1,2,24.39,106.0,111340.36,0,595.38,159.61,200,0.0844,0.6962,215.87,334.41
0,0.704214964971098,AGE <= 32.8,683,30,0.0,1,2,1,Female,15682421,900,2,2,4,2,0.0,2,0,3,60.83,35.0,100496.84,1,425.78,109.65,225,0.0668,0.7042,85.04,135.04
0,0.696060089624782,AGE <= 32.8,663,30,0.0,1,3,0,Male,15691910,900,2,4,16,2,0.0,3,1,2,14.63,55.0,101371.05,0,473.66,135.79,250,0.0748,0.6961,81.3,125.88
1,0.706457971402889,AGE > 40.2;ACTIVE_MEMBER <= 0.0,826,41,146466.46,0,2,0,Male,15721779,1681,2,5,25,3,0.8095,2,0,4,18.26,70.5,180934.67,0,6194.88,1393.1,200,0.0096,0.2935,4557.6,1656.67
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,735,36,0.0,1,2,0,Male,15579548,1296,2,5,25,3,0.0,2,1,3,17.35,68.0,105152.17,0,526.9,108.32,200,0.046,0.6721,208.53,299.61
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,682,58,0.0,1,1,1,Female,15681075,3364,3,1,1,1,0.0,1,1,3,58.82,39.0,706.5,0,50.0,14.81,175,0.0672,0.6629,-130.41,-182.09
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,663,39,0.0,1,2,1,Female,15607884,1521,2,8,64,3,0.0,2,1,2,72.63,99.5,101168.9,0,608.16,125.33,225,0.0748,0.7096,238.54,385.19
0,0.637139547675359,AGE <= 32.8,562,29,120307.58,0,1,1,Female,15767757,841,1,9,81,3,17.7037,1,1,1,73.62,104.5,6795.61,0,4451.65,1292.29,175,0.1152,0.6371,2640.56,3397.83
0,0.667345518496745,AGE <= 32.8,696,27,87637.26,0,2,0,Male,15791550,729,1,4,16,2,0.4469,2,0,3,14.96,53.5,196111.35,0,4722.26,1233.59,200,0.0616,0.6673,3086.09,4368.91
0,0.654617308369053,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,850,38,94652.04,0,1,1,Male,15658589,1444,2,2,4,2,0.5504,1,1,4,62.5,39.0,171960.76,0,4905.5,1431.79,175,0.005,0.6546,3282.22,4464.08
0,0.637139547675359,AGE <= 32.8,719,22,114415.84,0,1,1,Female,15670822,484,1,7,49,3,0.6446,1,1,3,71.19,81.0,177497.4,0,5675.92,1455.85,175,0.0524,0.6371,3833.11,4932.38
0,0.73473249225796,AGE > 69.80000000000001,804,71,0.0,1,2,1,Female,15629744,5041,3,8,64,3,0.0,2,0,4,74.04,115.5,147995.96,0,769.5,217.08,225,0.0184,0.7347,321.4,560.54
0,0.621316631455831,AGE <= 32.8,604,40,84315.02,0,1,0,Male,15660768,1600,2,1,1,1,2.3286,1,0,2,8.04,30.0,36209.1,0,3661.59,996.42,150,0.0984,0.6213,2267.68,2774.16
0,0.717997363696463,AGE <= 32.8,782,27,0.0,1,2,0,Female,15726310,729,1,3,9,2,0.0,2,1,4,13.82,43.5,143614.01,0,839.25,211.92,200,0.0272,0.718,415.71,688.77
1,0.722416232350133,AGE > 40.2;ACTIVE_MEMBER <= 0.0,512,42,93955.83,0,2,0,Male,15641298,1764,2,9,81,3,6.3361,2,1,1,23.12,111.0,14828.54,0,4254.88,1005.57,200,0.1352,0.2776,2637.04,889.15
0,0.621316631455831,AGE <= 32.8,569,36,67087.69,0,1,0,Male,15625675,1296,2,1,1,1,0.4335,1,1,1,7.69,28.0,154775.7,0,3090.85,619.05,150,0.1124,0.6213,2060.83,2521.11
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,597,22,101528.61,0,1,0,Female,15713354,484,1,6,36,3,1.4395,1,1,2,17.97,71.0,70529.0,1,4765.0,1072.56,150,0.1012,0.2945,3183.95,1162.57
0,0.637139547675359,AGE <= 32.8,753,30,110824.52,0,1,1,Male,15633866,900,2,1,1,1,1.9142,1,1,4,59.53,25.0,57896.27,0,5143.88,1518.35,175,0.0388,0.6371,3316.65,4267.81
0,0.728385348284717,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,430,33,0.0,1,1,1,Female,15704231,1089,2,8,64,3,0.0,1,1,1,70.3,96.5,69759.91,0,359.79,81.87,175,0.168,0.7284,85.63,146.47
0,0.639679532171673,AGE <= 32.8,756,28,179960.2,0,1,0,Male,15735400,784,1,8,64,3,2.0009,1,1,4,23.56,94.0,89938.08,0,8513.42,2342.77,150,0.0376,0.6397,5794.27,7516.46
0,0.600584323560781,AGE <= 32.8,493,38,134006.77,0,1,0,Male,15632826,1444,2,3,9,2,1.496,1,1,1,10.93,49.0,89578.32,0,5917.4,1484.38,150,0.1428,0.6006,3671.4,4200.92
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,777,37,121532.17,0,2,1,Female,15751022,1369,2,10,100,3,1.6543,2,1,4,77.77,118.5,73464.88,0,5333.43,1231.23,225,0.0292,0.6576,3763.99,5168.2
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,779,38,0.0,1,2,1,Female,15664737,1444,2,7,49,3,0.0,2,1,4,71.79,89.0,138542.87,0,701.11,209.71,225,0.0284,0.7096,258.83,417.95
0,0.700945725998455,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,702,38,0.0,1,1,1,Female,15681126,1444,2,2,4,2,0.0,1,1,3,61.02,39.0,161888.63,0,646.08,132.25,175,0.0592,0.7009,318.77,501.1
0,0.644900147056171,AGE <= 32.8,551,35,129717.3,0,2,0,Male,15738954,1225,2,7,49,3,1.4921,2,0,1,19.51,87.5,86937.2,0,5578.17,1440.33,200,0.1196,0.6449,3466.87,4572.47
0,0.662519389104635,AGE <= 32.8,749,22,94762.16,0,2,1,Male,15662263,484,1,4,16,2,2.2433,2,1,4,65.49,51.0,42241.54,0,3734.28,919.2,225,0.0404,0.6625,2485.44,3465.63
