customer_id,propensity_term_deposit,propensity_housing_loan,propensity_personal_loan,age,job,marital,education,balance,housing,loan,y
C119847,0.1158,0.4328,0.1516,33,technician,single,secondary,671,no,no,no
C119848,0.1158,0.4003,0.1289,35,management,single,tertiary,2975,no,no,no
C119849,0.1158,0.4109,0.1402,34,management,married,tertiary,101,no,no,no
C119850,0.1161,0.3438,0.1336,34,management,divorced,tertiary,221,no,no,no
C119851,0.1158,0.4032,0.154,50,entrepreneur,married,secondary,2731,no,no,no
C119852,0.1158,0.3438,0.1546,30,technician,single,secondary,224,yes,no,no
C119853,0.1158,0.4175,0.1336,38,management,married,tertiary,328,no,no,no
C119854,0.1142,0.4204,0.1427,32,technician,single,tertiary,1150,no,no,no
C119855,0.1161,0.4032,0.1308,55,management,married,tertiary,6880,no,no,no
C119856,0.1158,0.4158,0.1596,44,management,single,tertiary,1424,yes,no,no
C119857,0.1161,0.2961,0.1238,52,unemployed,married,secondary,2142,no,no,no
C119858,0.1064,0.4309,0.1784,52,technician,married,secondary,172,yes,yes,no
C119859,0.1136,0.3997,0.1393,59,blue-collar,married,secondary,12928,no,no,no
C119860,0.1142,0.5162,0.1336,31,technician,married,tertiary,311,no,yes,no
C119861,0.1157,0.3826,0.1499,60,technician,single,tertiary,2934,no,no,no
C119862,0.1157,0.4032,0.1315,37,management,married,tertiary,3288,no,no,no
C119863,0.1158,0.3131,0.148,60,blue-collar,married,secondary,1433,no,no,no
C119864,0.1064,0.3925,0.148,47,blue-collar,married,primary,17,no,no,no
C119865,0.1142,0.3301,0.1749,57,admin.,married,primary,853,yes,no,no
C119866,0.1161,0.4032,0.1393,39,self-employed,divorced,tertiary,0,no,no,no
C119867,0.1161,0.3438,0.1499,30,management,married,tertiary,105,no,no,no
C119868,0.1064,0.3304,0.1375,43,management,married,tertiary,6,no,no,no
C119869,0.1161,0.219,0.1393,47,unknown,married,secondary,74,no,no,no
C119870,0.1161,0.447,0.1582,45,technician,married,secondary,581,no,no,no
C119871,0.1158,0.4108,0.154,41,technician,married,secondary,187,no,no,no
C119872,0.1142,0.3975,0.1336,39,management,married,tertiary,947,no,no,no
C119873,0.1158,0.4109,0.1333,38,management,married,tertiary,179,no,no,yes
C119874,0.1161,0.3304,0.1784,51,entrepreneur,married,primary,805,yes,no,no
C119875,0.0995,0.498,0.1784,58,retired,married,primary,-257,yes,yes,no
C119876,0.1161,0.4108,0.1542,53,unemployed,divorced,tertiary,0,yes,yes,no
C119877,0.1158,0.3304,0.1517,49,entrepreneur,married,primary,10772,no,no,no
C119878,0.1161,0.4032,0.1256,41,technician,married,tertiary,6961,no,no,no
C119879,0.1157,0.4405,0.1333,40,technician,single,secondary,8259,no,no,no
C119880,0.1157,0.4108,0.1333,34,technician,single,secondary,19348,yes,no,no
C119881,0.1158,0.2961,0.154,41,technician,single,secondary,43,no,no,no
C119882,0.1158,0.4109,0.154,34,technician,married,secondary,134,no,no,no
C119883,0.1142,0.3975,0.1315,32,technician,married,tertiary,3939,no,no,no
C119884,0.1158,0.4202,0.1715,33,technician,married,secondary,390,yes,no,no
C119885,0.1142,0.3929,0.1574,46,services,married,secondary,1034,no,no,no
C119886,0.1161,0.4124,0.1287,33,management,married,tertiary,1047,no,no,yes
C119887,0.1158,0.3438,0.1519,35,management,single,tertiary,252,yes,no,no
C119888,0.1158,0.4108,0.1393,44,technician,single,secondary,7138,no,no,yes
C119889,0.1064,0.3131,0.1333,55,self-employed,married,primary,0,no,no,no
C119890,0.1136,0.3438,0.1499,31,self-employed,married,tertiary,1015,no,no,no
C119891,0.1064,0.3438,0.1402,34,management,married,tertiary,63,no,no,no
C119892,0.1142,0.4124,0.1574,34,technician,single,secondary,1076,no,no,no
C119893,0.1158,0.4204,0.1444,38,technician,single,secondary,1788,no,no,no
C119894,0.1158,0.4551,0.1333,31,management,single,tertiary,165,no,yes,yes
C119895,0.105,0.4204,0.1386,34,management,married,tertiary,-16,no,no,no
C119896,0.1158,0.4563,0.1097,31,management,single,tertiary,9506,no,no,no
C119897,0.1161,0.3937,0.1444,55,retired,married,primary,1821,no,no,no
C119898,0.1158,0.4032,0.1427,31,technician,single,tertiary,2744,yes,no,no
C119899,0.1158,0.4124,0.1586,57,services,married,secondary,504,no,no,no
C119900,0.1158,0.4563,0.1393,45,technician,married,tertiary,3168,no,no,no
C119901,0.1142,0.4124,0.1375,33,technician,single,tertiary,340,no,no,no
C119902,0.1142,0.4108,0.1333,35,management,married,tertiary,3161,no,no,no
C119903,0.1158,0.4032,0.1519,50,technician,married,secondary,315,no,no,no
C119904,0.1157,0.4032,0.1333,33,management,married,tertiary,2604,no,no,no
C119905,0.1161,0.4328,0.1333,45,management,divorced,tertiary,2406,no,no,no
C119906,0.1158,0.4746,0.1772,42,technician,married,tertiary,-805,no,no,no
C119907,0.1158,0.4381,0.1336,46,blue-collar,married,primary,1596,no,no,no
C119908,0.1158,0.4047,0.1375,32,management,single,tertiary,28,no,no,no
C119909,0.1158,0.4823,0.1289,47,technician,divorced,tertiary,8422,no,no,no
C119910,0.1161,0.4429,0.1749,31,admin.,married,secondary,88,yes,yes,no
C119911,0.1136,0.5102,0.1669,45,blue-collar,married,secondary,827,yes,yes,no
C119912,0.1158,0.4671,0.1476,50,management,married,tertiary,290,no,yes,no
C119913,0.1057,0.5036,0.1733,54,management,divorced,tertiary,-125,no,yes,no
C119914,0.1064,0.3908,0.1582,50,blue-collar,married,secondary,0,no,no,no
C119915,0.1157,0.4124,0.1546,57,admin.,married,secondary,3242,no,no,no
C119916,0.1158,0.4108,0.1616,51,blue-collar,married,secondary,700,no,no,no
C119917,0.1064,0.4202,0.1333,37,management,married,tertiary,478,no,no,no
C119918,0.1151,0.416,0.1596,45,management,married,tertiary,4877,yes,no,no
C119919,0.1158,0.3337,0.1375,30,management,single,tertiary,0,no,no,no
C119920,0.1158,0.4328,0.148,32,technician,single,secondary,4843,no,no,no
C119921,0.1158,0.4328,0.148,38,technician,single,secondary,4359,no,no,no
C119922,0.1158,0.3937,0.1308,31,management,single,tertiary,37,no,no,yes
C119923,0.1064,0.3937,0.1749,55,management,married,tertiary,171,yes,no,no
C119924,0.1158,0.2952,0.1499,32,technician,single,secondary,40,no,no,yes
C119925,0.1158,0.4124,0.117,55,blue-collar,married,primary,9997,no,no,no
C119926,0.1157,0.3786,0.1444,49,management,divorced,tertiary,10,no,no,no
C119927,0.0995,0.4551,0.1444,47,management,married,tertiary,260,no,yes,no
C119928,0.1158,0.4793,0.1765,46,management,single,tertiary,-344,no,no,no
C119929,0.1142,0.3337,0.1582,57,retired,married,tertiary,815,no,no,no
C119930,0.1161,0.4109,0.1546,33,management,single,tertiary,59,yes,no,no
C119931,0.1157,0.5109,0.1459,33,technician,married,secondary,1264,no,yes,no
C119932,0.1158,0.4108,0.1333,46,technician,single,tertiary,2739,no,no,no
C119933,0.1136,0.416,0.1546,43,admin.,married,secondary,324,no,no,no
C119934,0.0991,0.4356,0.1375,35,management,single,tertiary,75,no,yes,no
C119935,0.1161,0.4032,0.1546,49,admin.,married,secondary,1047,no,no,no
C119936,0.1161,0.2961,0.1393,38,technician,married,tertiary,-1,no,no,no
C119937,0.1161,0.4158,0.1308,44,management,married,tertiary,5581,no,no,no
C119938,0.1161,0.468,0.1656,35,entrepreneur,married,tertiary,2723,yes,yes,no
C119939,0.1161,0.4551,0.1656,48,admin.,married,secondary,811,no,yes,no
C119940,0.1158,0.3588,0.1333,30,unemployed,married,secondary,221,no,no,no
C119941,0.1158,0.416,0.1586,50,management,married,secondary,3002,no,no,no
C119942,0.1158,0.4176,0.154,31,technician,married,secondary,535,no,no,no
C119943,0.1158,0.4108,0.1402,40,management,married,tertiary,326,no,no,no
C119944,0.1151,0.416,0.1519,47,blue-collar,married,secondary,2215,no,no,no
C119945,0.1158,0.4109,0.1586,42,technician,single,secondary,146,no,no,no
C119946,0.1161,0.4047,0.1635,48,management,married,secondary,4415,yes,no,no
C119947,0.1158,0.4175,0.1476,34,technician,married,secondary,5266,no,no,no
C119948,0.0898,0.2503,0.1336,59,housemaid,married,primary,116,no,no,no
C119949,0.1142,0.2972,0.1315,59,technician,divorced,tertiary,0,no,no,no
C119950,0.1161,0.4175,0.1393,30,management,single,tertiary,940,no,no,no
C119951,0.1161,0.416,0.1238,43,self-employed,married,primary,9304,no,no,no
C119952,0.1157,0.4108,0.1459,31,technician,single,secondary,942,no,no,no
C119953,0.1026,0.4108,0.1476,46,blue-collar,married,primary,222,no,no,no
C119954,0.1161,0.4841,0.1784,33,technician,married,secondary,-534,yes,yes,no
C119955,0.1158,0.2961,0.1582,30,technician,single,secondary,0,no,no,no
C119956,0.1158,0.4333,0.1665,59,retired,divorced,secondary,93,no,yes,no
C119957,0.1151,0.4032,0.1369,35,technician,married,tertiary,944,no,no,no
C119958,0.1158,0.3438,0.154,46,admin.,married,secondary,2148,no,no,no
C119959,0.0991,0.413,0.1574,51,technician,married,secondary,19,no,yes,no
C119960,0.1142,0.4108,0.1333,41,management,married,tertiary,3353,no,no,no
C119961,0.1157,0.4328,0.117,38,management,single,tertiary,5244,no,no,no
C119962,0.1158,0.4108,0.1333,47,management,single,tertiary,275,no,no,no
C119963,0.1161,0.4032,0.1586,35,technician,married,secondary,46,no,no,no
C119964,0.1142,0.4108,0.1402,32,technician,single,tertiary,1190,yes,no,no
C119965,0.1161,0.5054,0.1547,33,management,married,tertiary,2374,yes,yes,no
C119966,0.1151,0.4108,0.1287,43,management,married,tertiary,21510,no,no,no
C119967,0.1158,0.4183,0.1596,46,blue-collar,married,secondary,723,no,no,no
C119968,0.1158,0.4124,0.1402,38,management,married,tertiary,1074,no,no,no
C119969,0.1158,0.4124,0.1476,49,services,married,secondary,823,no,no,yes
C119970,0.1142,0.4108,0.1582,41,technician,single,secondary,2300,no,no,no
C119971,0.1142,0.2952,0.1402,60,blue-collar,married,tertiary,759,no,no,no
C119972,0.1158,0.3304,0.1315,52,services,married,primary,1625,no,no,yes
C119973,0.1136,0.4165,0.1582,35,technician,married,secondary,254,no,no,no
C119974,0.1064,0.3577,0.1238,47,services,married,unknown,11,no,no,no
C119975,0.1136,0.4158,0.1509,52,technician,married,secondary,3577,no,yes,no
C119976,0.1158,0.4109,0.1582,35,technician,divorced,secondary,213,no,no,no
C119977,0.1161,0.416,0.1256,30,management,single,tertiary,2900,no,no,no
C119978,0.0995,0.2961,0.1476,51,services,married,primary,0,no,no,no
C119979,0.1161,0.4108,0.1529,33,management,single,tertiary,308,yes,no,no
C119980,0.1142,0.4109,0.1336,35,self-employed,married,tertiary,1987,no,no,no
C119981,0.1157,0.4328,0.1582,39,technician,single,secondary,316,no,no,no
C119982,0.1158,0.4108,0.1393,37,management,married,tertiary,5016,no,no,no
C119983,0.1158,0.4032,0.1333,32,technician,single,tertiary,881,no,no,no
C119984,0.1157,0.4176,0.1499,38,technician,single,tertiary,523,no,no,no
C119985,0.1158,0.3438,0.1765,40,technician,married,secondary,84,yes,no,no
C119986,0.1158,0.3975,0.1315,33,management,married,tertiary,2907,no,no,no
C119987,0.1158,0.4328,0.1333,57,management,married,tertiary,1963,no,yes,no
C119988,0.1161,0.4109,0.1499,53,blue-collar,married,primary,1868,no,no,no
C119989,0.1158,0.4328,0.1519,38,management,married,tertiary,484,yes,no,no
C119990,0.1026,0.2462,0.154,47,housemaid,married,secondary,131,no,no,no
C119991,0.1161,0.4032,0.1402,34,technician,single,tertiary,19,no,no,no
C119992,0.1158,0.416,0.1586,32,admin.,married,secondary,2711,no,no,no
C119993,0.1161,0.4032,0.1393,32,housemaid,married,primary,3786,no,no,no
C119994,0.1158,0.3438,0.1315,31,technician,married,tertiary,120,no,no,yes
C119995,0.1157,0.4108,0.1476,32,admin.,single,tertiary,298,no,no,no
C119996,0.1158,0.4109,0.1333,55,management,married,tertiary,223,no,no,no
C119997,0.1142,0.4032,0.1402,55,management,married,tertiary,1909,no,no,no
C119998,0.1158,0.4195,0.1586,39,entrepreneur,married,tertiary,745,no,no,no
C119999,0.1057,0.549,0.1708,39,management,married,tertiary,-468,yes,yes,no
C120000,0.1064,0.319,0.1485,35,housemaid,married,primary,77,no,no,no
C120001,0.1158,0.4124,0.1336,40,management,married,tertiary,1468,no,no,no
C120002,0.1161,0.4158,0.1375,40,technician,married,secondary,8844,no,no,no
C120003,0.1161,0.4124,0.1283,33,technician,single,tertiary,6127,no,no,no
C120004,0.1158,0.3234,0.1333,32,management,married,tertiary,0,no,no,no
C120005,0.1158,0.4204,0.1315,39,technician,single,tertiary,1190,no,no,no
C120006,0.1157,0.4291,0.1238,36,technician,married,tertiary,4388,no,no,no
C120007,0.1157,0.3844,0.1333,57,management,married,tertiary,1171,no,no,no
C120008,0.1142,0.416,0.1519,49,blue-collar,married,secondary,1264,no,no,no
C120009,0.1158,0.4803,0.1476,35,management,married,tertiary,2957,yes,yes,yes
C120010,0.1136,0.4109,0.1586,48,blue-collar,married,secondary,2083,no,no,no
C120011,0.1161,0.4124,0.1574,40,housemaid,married,secondary,949,no,no,no
C120012,0.1158,0.416,0.1582,32,technician,single,secondary,483,no,no,yes
C120013,0.1158,0.3337,0.148,52,unemployed,married,secondary,1639,no,no,no
C120014,0.1158,0.4124,0.1574,48,services,married,secondary,801,no,no,no
C120015,0.1158,0.457,0.1148,31,management,married,tertiary,10088,no,no,no
C120016,0.1158,0.4003,0.1393,34,management,single,tertiary,2455,no,no,no
C120017,0.1158,0.4032,0.1333,31,management,single,tertiary,2,no,no,yes
C120018,0.1142,0.4124,0.1582,37,technician,single,secondary,274,no,no,no
C120019,0.1142,0.4204,0.1402,44,technician,married,tertiary,1707,no,no,no
C120020,0.1158,0.4175,0.1582,34,management,married,tertiary,832,no,no,no
C120021,0.1161,0.4047,0.1574,54,services,married,secondary,196,no,no,no
C120022,0.1161,0.4108,0.1586,32,entrepreneur,married,primary,795,no,no,no
C120023,0.1151,0.4045,0.1336,36,technician,divorced,secondary,1,no,no,yes
C120024,0.1136,0.447,0.1749,59,retired,married,secondary,2768,no,yes,no
C120025,0.1157,0.4202,0.1582,41,management,single,secondary,800,no,no,no
C120026,0.1142,0.4108,0.1393,34,management,single,tertiary,2093,no,no,no
C120027,0.1158,0.4032,0.1733,43,technician,married,tertiary,591,yes,no,no
C120028,0.1064,0.3933,0.1444,54,technician,married,tertiary,98,no,no,no
C120029,0.1151,0.4195,0.1755,31,technician,married,secondary,367,yes,no,no
C120030,0.1064,0.46,0.1733,32,technician,married,secondary,167,yes,yes,no
C120031,0.1161,0.3975,0.1753,46,technician,married,secondary,778,yes,no,no
C120032,0.105,0.3131,0.1375,49,housemaid,married,tertiary,443,no,no,no
C120033,0.1158,0.3438,0.1333,43,self-employed,married,tertiary,3003,no,no,no
C120034,0.1064,0.3295,0.148,53,management,married,tertiary,2385,no,no,no
C120035,0.1161,0.4047,0.1315,38,management,single,tertiary,11971,yes,no,no
C120036,0.1158,0.4108,0.1499,30,management,single,tertiary,344,no,no,no
C120037,0.1142,0.4003,0.1375,36,management,single,tertiary,2745,yes,no,no
C120038,0.1158,0.4328,0.1402,33,management,married,tertiary,571,no,no,no
C120039,0.1158,0.4108,0.1733,46,management,married,tertiary,1103,yes,no,no
C120040,0.1157,0.3975,0.1546,31,management,married,tertiary,3897,yes,no,no
C120041,0.1161,0.3544,0.117,39,management,married,tertiary,1795,no,no,yes
C120042,0.1161,0.3922,0.1315,46,management,married,tertiary,4,no,no,yes
C120043,0.1142,0.4108,0.1645,49,technician,divorced,secondary,229,no,no,no
C120044,0.1161,0.4047,0.148,52,services,married,primary,432,no,no,no
C120045,0.0864,0.3338,0.1402,46,housemaid,married,primary,269,no,no,no
C120046,0.1161,0.468,0.1582,47,blue-collar,married,primary,254,no,yes,no
C120047,0.1158,0.4195,0.1582,31,technician,single,secondary,2846,no,no,no
C120048,0.1026,0.3438,0.1333,51,blue-collar,married,primary,257,no,no,no
C120049,0.0995,0.3786,0.1509,47,housemaid,married,secondary,1765,no,no,no
C120050,0.1142,0.4204,0.1238,46,blue-collar,married,primary,7982,no,no,no
C120051,0.1136,0.2961,0.1656,47,admin.,married,secondary,73,no,no,no
C120052,0.1136,0.4551,0.1635,43,management,married,tertiary,2759,yes,yes,no
C120053,0.1158,0.3975,0.1546,33,management,married,tertiary,862,yes,no,no
C120054,0.1158,0.4719,0.1252,51,technician,divorced,tertiary,4596,no,no,no
C120055,0.1158,0.3337,0.1546,57,retired,married,primary,243,no,no,no
C120056,0.1158,0.413,0.1336,34,technician,single,tertiary,449,no,no,no
C120057,0.1161,0.4202,0.1333,31,technician,married,tertiary,344,no,no,no
C120058,0.1158,0.4195,0.1393,35,management,married,tertiary,1650,no,no,no
C120059,0.1161,0.4124,0.1333,41,management,married,tertiary,2127,no,no,no
C120060,0.1158,0.4108,0.1444,48,blue-collar,married,primary,104,no,no,no
C120061,0.1057,0.4204,0.154,51,technician,married,secondary,1113,no,yes,no
C120062,0.1161,0.3671,0.1715,60,management,divorced,tertiary,581,yes,no,no
C120063,0.0769,0.3337,0.1333,41,housemaid,married,primary,365,no,no,no
C120064,0.1158,0.4108,0.1333,34,management,married,tertiary,1433,no,no,no
C120065,0.1161,0.2184,0.1238,61,housemaid,married,primary,368,no,no,no
C120066,0.1158,0.1813,0.1393,36,unknown,married,secondary,179,no,no,no
C120067,0.1064,0.2952,0.1375,37,housemaid,married,primary,189,no,no,no
C120068,0.1158,0.2961,0.1765,30,technician,single,secondary,58,yes,no,no
C120069,0.0864,0.3996,0.1336,34,housemaid,married,primary,326,no,no,no
C120070,0.1136,0.4032,0.1509,47,blue-collar,married,primary,233,no,no,no
C120071,0.1161,0.3466,0.1336,50,management,single,tertiary,592,no,no,no
C120072,0.1151,0.4211,0.154,46,blue-collar,married,secondary,438,no,no,no
C120073,0.1158,0.403,0.1375,35,technician,single,tertiary,0,no,no,no
C120074,0.1142,0.416,0.1333,31,admin.,married,tertiary,323,no,no,no
C120075,0.1158,0.4124,0.1582,51,blue-collar,married,primary,440,no,no,no
C120076,0.0898,0.4109,0.1499,32,housemaid,married,primary,727,no,no,no
C120077,0.1161,0.4032,0.1517,54,technician,married,secondary,1349,no,no,no
C120078,0.1158,0.3826,0.1509,58,blue-collar,married,secondary,1894,no,no,no
C120079,0.1026,0.333,0.1705,31,housemaid,married,primary,0,yes,no,no
C120080,0.1161,0.416,0.1485,32,technician,married,secondary,3275,no,no,no
C120081,0.1161,0.4108,0.1369,44,management,divorced,tertiary,935,no,no,no
C120082,0.1142,0.416,0.1333,46,management,divorced,tertiary,1297,no,no,yes
C120083,0.1158,0.3589,0.1499,32,management,married,tertiary,312,no,no,no
C120084,0.1064,0.4109,0.1586,45,blue-collar,married,secondary,115,no,no,no
C120085,0.1151,0.4328,0.1517,38,management,single,secondary,399,yes,no,no
C120086,0.1142,0.4032,0.1333,52,blue-collar,married,primary,2569,no,no,no
C120087,0.1157,0.4405,0.1402,32,technician,single,secondary,3297,no,no,no
C120088,0.1161,0.4211,0.1582,56,services,married,secondary,750,no,yes,no
C120089,0.1161,0.4328,0.1336,35,management,married,tertiary,337,no,no,no
C120090,0.1151,0.4108,0.1656,54,technician,divorced,secondary,221,no,no,no
C120091,0.1142,0.4202,0.1582,31,technician,single,secondary,388,no,no,no
C120092,0.1161,0.4124,0.1336,45,management,married,tertiary,0,no,no,no
C120093,0.0769,0.3387,0.1574,41,housemaid,married,secondary,13,no,no,no
C120094,0.1151,0.4108,0.1485,34,technician,married,tertiary,116,no,no,no
C120095,0.1142,0.4108,0.1333,39,management,married,tertiary,380,no,no,no
C120096,0.1151,0.4195,0.1574,46,technician,married,secondary,6086,no,no,no
C120097,0.1161,0.3304,0.1586,34,technician,married,secondary,50,no,no,no
C120098,0.1064,0.3304,0.1519,49,entrepreneur,married,secondary,348,no,no,no
C120099,0.1064,0.416,0.1715,32,technician,married,secondary,212,yes,no,no
C120100,0.1136,0.4761,0.1402,35,management,married,tertiary,106,no,yes,no
C120101,0.1136,0.4032,0.1509,53,management,married,tertiary,618,no,no,no
C120102,0.1161,0.4328,0.1402,36,management,single,tertiary,553,no,no,no
C120103,0.1161,0.5121,0.1772,49,blue-collar,married,primary,-232,no,yes,no
C120104,0.1157,0.4328,0.1336,32,self-employed,married,tertiary,1214,no,no,no
C120105,0.1142,0.4551,0.154,39,technician,divorced,secondary,454,no,no,no
C120106,0.1142,0.3337,0.1499,46,housemaid,divorced,primary,41,no,no,no
C120107,0.1151,0.4124,0.1333,38,management,married,tertiary,1440,no,no,no
C120108,0.1161,0.4124,0.1485,57,management,married,tertiary,2416,no,no,no
C120109,0.1142,0.4328,0.1399,44,technician,married,secondary,5163,no,no,no
C120110,0.1161,0.4328,0.1753,31,technician,married,tertiary,1496,yes,no,no
C120111,0.1158,0.4032,0.1444,51,management,married,tertiary,385,no,no,no
C120112,0.1161,0.4328,0.1336,56,management,married,tertiary,705,no,yes,no
C120113,0.1161,0.4124,0.1546,52,admin.,married,secondary,347,no,no,no
C120114,0.1142,0.4854,0.1238,35,technician,single,tertiary,2277,no,yes,no
C120115,0.1157,0.4124,0.1582,47,management,married,tertiary,838,no,no,no
C120116,0.1161,0.5036,0.1715,30,technician,married,secondary,274,yes,yes,no
C120117,0.1158,0.3572,0.1499,42,management,married,tertiary,687,no,no,no
C120118,0.1064,0.5048,0.1499,38,management,married,tertiary,1100,no,yes,no
C120119,0.1158,0.3826,0.148,48,blue-collar,married,unknown,617,yes,no,no
C120120,0.1161,0.281,0.0525,45,unknown,married,unknown,356,no,no,no
C120121,0.1161,0.4032,0.1308,46,management,married,tertiary,5108,no,no,no
C120122,0.1158,0.3544,0.1315,48,blue-collar,married,primary,476,no,no,yes
C120123,0.1161,0.4823,0.1586,34,management,divorced,tertiary,4231,yes,no,no
C120124,0.1136,0.4045,0.1336,31,management,married,tertiary,0,no,no,no
C120125,0.1158,0.3908,0.1476,55,management,married,tertiary,161,no,no,no
C120126,0.1158,0.4109,0.1582,34,technician,married,secondary,268,no,no,no
C120127,0.1151,0.4124,0.1315,39,housemaid,married,primary,13338,no,no,no
C120128,0.1158,0.413,0.1546,32,technician,single,secondary,321,yes,no,no
C120129,0.1136,0.4032,0.1517,35,technician,single,secondary,14,no,no,no
C120130,0.1161,0.4109,0.1582,53,management,married,tertiary,657,no,no,no
C120131,0.1158,0.3304,0.1333,36,management,married,tertiary,9,no,no,yes
C120132,0.1158,0.3896,0.1693,54,retired,married,secondary,2950,no,no,no
C120133,0.1158,0.4158,0.1256,33,technician,married,tertiary,8408,no,no,no
C120134,0.1158,0.4124,0.1672,55,technician,married,secondary,462,no,no,no
C120135,0.1158,0.4066,0.1582,30,entrepreneur,married,tertiary,5,no,no,no
C120136,0.1142,0.3972,0.1062,30,student,single,tertiary,7513,no,no,no
C120137,0.1158,0.2972,0.1485,60,retired,married,primary,115,no,no,no
C120138,0.1161,0.4204,0.1333,33,management,divorced,tertiary,348,no,no,no
C120139,0.1136,0.4176,0.154,39,technician,married,secondary,394,no,no,no
C120140,0.1142,0.4204,0.1315,43,services,married,tertiary,2764,no,no,no
C120141,0.1057,0.5127,0.1765,39,technician,married,secondary,-112,no,yes,no
C120142,0.1158,0.4175,0.1574,31,management,single,tertiary,319,yes,no,no
C120143,0.1158,0.3588,0.1336,58,housemaid,divorced,primary,3568,no,no,no
C120144,0.1158,0.4032,0.1546,56,technician,married,secondary,944,no,no,no
C120145,0.1142,0.4045,0.1399,35,technician,single,secondary,2,no,no,no
C120146,0.1158,0.4202,0.1586,45,technician,married,secondary,1410,no,no,no
C120147,0.1142,0.3438,0.1616,48,blue-collar,married,primary,3886,no,no,no
C120148,0.1158,0.4124,0.1509,56,blue-collar,married,secondary,2750,no,no,no
C120149,0.1158,0.402,0.1656,32,management,divorced,tertiary,787,yes,no,no
C120150,0.1158,0.4124,0.1582,32,management,single,secondary,67,no,no,no
C120151,0.1142,0.3337,0.1547,56,retired,married,secondary,646,no,no,no
C120152,0.1158,0.4328,0.1738,44,technician,married,secondary,1879,yes,no,no
C120153,0.1158,0.4124,0.1375,31,management,single,tertiary,98,no,no,no
C120154,0.1161,0.4158,0.1582,37,technician,married,secondary,3043,no,no,no
C120155,0.1158,0.3438,0.1399,46,technician,married,tertiary,405,no,no,no
C120156,0.1142,0.4202,0.1669,45,technician,married,secondary,1395,yes,no,no
C120157,0.1161,0.4158,0.1686,30,technician,married,tertiary,564,yes,no,no
C120158,0.1161,0.4429,0.1765,27,admin.,married,tertiary,174,yes,yes,no
C120159,0.1161,0.4356,0.1393,60,management,married,tertiary,371,no,yes,no
C120160,0.1026,0.3981,0.1582,52,blue-collar,married,primary,0,no,no,no
C120161,0.1161,0.4066,0.1315,36,management,single,tertiary,0,no,no,no
C120162,0.1151,0.2961,0.1517,30,technician,single,secondary,44,no,no,no
C120163,0.1158,0.5983,0.1708,39,technician,married,tertiary,-276,no,yes,no
C120164,0.1142,0.4109,0.1582,50,blue-collar,married,primary,2167,no,no,no
C120165,0.1064,0.4109,0.1375,31,management,single,tertiary,69,no,no,no
C120166,0.1142,0.4195,0.1333,37,management,single,tertiary,340,no,no,no
C120167,0.1158,0.3438,0.1485,40,management,divorced,tertiary,99,no,no,no
C120168,0.1151,0.4175,0.1402,33,management,married,tertiary,644,no,no,no
C120169,0.0995,0.1832,0.0634,58,unknown,married,primary,15,no,no,no
C120170,0.1142,0.3981,0.1509,30,management,single,secondary,0,no,no,no
C120171,0.1161,0.4108,0.1289,34,management,married,tertiary,5665,no,no,no
C120172,0.1157,0.3908,0.1287,59,retired,married,tertiary,3843,no,no,no
C120173,0.1158,0.4032,0.1582,55,technician,married,secondary,756,no,no,no
C120174,0.1142,0.4108,0.1574,30,technician,single,tertiary,699,yes,no,no
C120175,0.1161,0.4109,0.1753,30,management,married,tertiary,131,yes,no,yes
C120176,0.1136,0.1832,0.1283,58,retired,married,unknown,0,no,no,no
C120177,0.1157,0.4176,0.1333,32,management,single,tertiary,11797,yes,no,no
C120178,0.1158,0.4328,0.1315,31,technician,single,secondary,7567,no,no,no
C120179,0.1064,0.4124,0.1546,50,blue-collar,married,secondary,235,no,no,no
C120180,0.1161,0.4328,0.1289,31,technician,single,tertiary,1463,no,no,no
C120181,0.105,0.4032,0.136,33,housemaid,married,primary,0,no,no,no
C120182,0.1161,0.4124,0.1336,34,technician,single,tertiary,370,no,no,no
C120183,0.1158,0.3484,0.1336,31,technician,single,tertiary,614,no,no,no
C120184,0.1157,0.3438,0.1375,46,self-employed,married,tertiary,2421,no,no,no
C120185,0.1157,0.3484,0.1315,30,management,single,tertiary,2123,no,no,no
C120186,0.1151,0.3572,0.1582,35,management,single,tertiary,361,yes,no,no
C120187,0.1064,0.2961,0.1597,49,services,married,secondary,112,no,no,no
C120188,0.1026,0.403,0.1582,45,blue-collar,married,primary,0,no,no,no
C120189,0.1161,0.3937,0.1375,31,management,single,tertiary,15,no,no,no
C120190,0.1158,0.4032,0.1336,35,technician,single,tertiary,272,no,no,no
C120191,0.1158,0.4032,0.1699,54,management,married,tertiary,500,yes,no,no
C120192,0.1142,0.4563,0.1454,42,technician,married,secondary,5455,no,no,no
C120193,0.1158,0.4124,0.1399,34,technician,single,secondary,1763,no,no,no
C120194,0.1158,0.4045,0.1336,43,management,single,tertiary,0,no,no,no
C120195,0.1158,0.3721,0.1705,46,technician,divorced,secondary,-11,no,no,no
C120196,0.1161,0.4124,0.154,43,technician,divorced,secondary,159,no,no,no
C120197,0.1142,0.4291,0.1499,47,blue-collar,married,primary,4520,no,no,no
C120198,0.1158,0.413,0.1444,31,management,single,tertiary,448,yes,no,no
C120199,0.1142,0.4124,0.1672,32,technician,married,secondary,3184,yes,no,no
C120200,0.112,0.4047,0.1574,35,technician,married,secondary,0,no,no,no
